"category","variable","survey_question","variable_logic","variable_label","value","value_label","value_logic"
"Commute","school_mode","[Derived from trip survey responses.]","If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.","Typical travel mode to school","16","School bus",NA
"Commute","school_mode","[Derived from trip survey responses.]","If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.","Typical travel mode to school","995","Missing: Skip logic",NA
"Commute","school_mode","[Derived from trip survey responses.]","If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.","Typical travel mode to school","997","Other mode",NA
"Commute","school_mode_seasonality","Does the way you typically travel to school vary by season?","If student and not cared for at home or homeschooled in participation groups 1 and 2. If adult student in participation group 3.","Does school mode vary by season","-9998","Missing: Non-response",NA
"Commute","school_mode_seasonality","Does the way you typically travel to school vary by season?","If student and not cared for at home or homeschooled in participation groups 1 and 2. If adult student in participation group 3.","Does school mode vary by season","0","No",NA
"Commute","school_mode_seasonality","Does the way you typically travel to school vary by season?","If student and not cared for at home or homeschooled in participation groups 1 and 2. If adult student in participation group 3.","Does school mode vary by season","1","Yes",NA
"Commute","school_mode_seasonality","Does the way you typically travel to school vary by season?","If student and not cared for at home or homeschooled in participation groups 1 and 2. If adult student in participation group 3.","Does school mode vary by season","995","Missing: Skip logic",NA
"Commute","school_mode_seasonality","Does the way you typically travel to school vary by season?","If student and not cared for at home or homeschooled in participation groups 1 and 2. If adult student in participation group 3.","Does school mode vary by season","996","Not applicable, only take online classes",NA
"Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","-9998","Missing: Non-response",NA
"Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","1","Cared for at home","If age is under 5"
"Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","2","Daycare outside home","If age is under 15"
"Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","3","Preschool","If age is under 15"
"Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","4","Home school","If age is under 25"
"Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","5","Elementary school (public, private, charter)","If age is under 15"
"Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","6","Middle school (public, private, charter)","If age is between 5 and 15"
"Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","7","High school (public, private, charter)","If age is at least 5"
"Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","8","Vocational/technical school","If age is at least 16"
"Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","9","2-year college/university","If age is at least 16"
"Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","10","4-year college/university","If age is at least 16"
"Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","11","Graduate or professional school","If age is at least 16"
