"","which_table","variable","wt_field","category","survey_question","variable_logic","variable_label","value","value_label","value_logic"
"207",NA,"gender",NA,"Demographics","Household person 1 provided the gender identity of each person in the household.",NA,"Gender","1","Female",NA
"208",NA,"gender",NA,"Demographics","Household person 1 provided the gender identity of each person in the household.",NA,"Gender","2","Male",NA
"209",NA,"gender",NA,"Demographics","Household person 1 provided the gender identity of each person in the household.",NA,"Gender","3","Transgender",NA
"210",NA,"gender",NA,"Demographics","Household person 1 provided the gender identity of each person in the household.",NA,"Gender","4","Non-binary/third gender",NA
"211",NA,"gender",NA,"Demographics","Household person 1 provided the gender identity of each person in the household.",NA,"Gender","997","Other/Prefer to self-describe",NA
"212",NA,"gender",NA,"Demographics","Household person 1 provided the gender identity of each person in the household.",NA,"Gender","999","Prefer not to answer",NA
"213",NA,"job_type",NA,"Demographics","What is your work location like?","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Usual work location","-9998","Missing: Non-response",NA
"214",NA,"job_type",NA,"Demographics","What is your work location like?","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Usual work location","1","Only one work location (outside of home, may also telework)",NA
"215",NA,"job_type",NA,"Demographics","What is your work location like?","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Usual work location","2","Work location regularly varies (different offices/jobsites)",NA
"216",NA,"job_type",NA,"Demographics","What is your work location like?","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Usual work location","3","Work at home ONLY (telework, self-employed)",NA
"217",NA,"job_type",NA,"Demographics","What is your work location like?","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Usual work location","4","Drive/travel for work (driver, sales)",NA
"218",NA,"job_type",NA,"Demographics","What is your work location like?","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Usual work location","995","Missing: Skip logic",NA
"219",NA,"license",NA,"Demographics","Do you have a driver's license or learner's permit?","Age 16+ in groups 1 & 2, adults in group 3","Has a valid driver's license or permit","-9998","Missing: Non-response",NA
"220",NA,"license",NA,"Demographics","Do you have a driver's license or learner's permit?","Age 16+ in groups 1 & 2, adults in group 3","Has a valid driver's license or permit","0","No",NA
"221",NA,"license",NA,"Demographics","Do you have a driver's license or learner's permit?","Age 16+ in groups 1 & 2, adults in group 3","Has a valid driver's license or permit","1","Yes (license or learner's permit)",NA
"222",NA,"license",NA,"Demographics","Do you have a driver's license or learner's permit?","Age 16+ in groups 1 & 2, adults in group 3","Has a valid driver's license or permit","995","Missing: Skip logic",NA
"223",NA,"missing_school_location",NA,"Survey metadata",NA,"If non-homeschooled student","Missing school location","0","No",NA
"224",NA,"missing_school_location",NA,"Survey metadata",NA,"If non-homeschooled student","Missing school location","1","Yes",NA
"225",NA,"missing_school_location",NA,"Survey metadata",NA,"If non-homeschooled student","Missing school location","995","Missing: Skip logic",NA
"226",NA,"missing_work_location",NA,"Survey metadata",NA,"If doesn't drive for a living/doesn't always work from home","Missing work location","-9998","Missing: Non-response",NA
"227",NA,"missing_work_location",NA,"Survey metadata",NA,"If doesn't drive for a living/doesn't always work from home","Missing work location","0","No",NA
"228",NA,"missing_work_location",NA,"Survey metadata",NA,"If doesn't drive for a living/doesn't always work from home","Missing work location","1","Yes",NA
"229",NA,"missing_work_location",NA,"Survey metadata",NA,"If doesn't drive for a living/doesn't always work from home","Missing work location","995","Missing: Skip logic",NA
"230",NA,"no_shared_mobility",NA,"Shared mobility","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses none of the above share services","-9998","Missing: Non-response",NA
"231",NA,"no_shared_mobility",NA,"Shared mobility","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses none of the above share services","0","No",NA
"232",NA,"no_shared_mobility",NA,"Shared mobility","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses none of the above share services","1","Yes",NA
"233",NA,"no_shared_mobility",NA,"Shared mobility","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses none of the above share services","995","Missing: Skip logic",NA
"234",NA,"num_jobs",NA,"Demographics","How many jobs do you have?","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Number of jobs","-9999","Missing: Error",NA
"235",NA,"num_jobs",NA,"Demographics","How many jobs do you have?","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Number of jobs","-9998","Missing: Non-response",NA
"236",NA,"num_jobs",NA,"Demographics","How many jobs do you have?","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Number of jobs","1","1",NA
"237",NA,"num_jobs",NA,"Demographics","How many jobs do you have?","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Number of jobs","2","2",NA
"238",NA,"num_jobs",NA,"Demographics","How many jobs do you have?","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Number of jobs","3","3",NA
"239",NA,"num_jobs",NA,"Demographics","How many jobs do you have?","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Number of jobs","4","4",NA
"240",NA,"num_jobs",NA,"Demographics","How many jobs do you have?","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Number of jobs","5","5",NA
"241",NA,"num_jobs",NA,"Demographics","How many jobs do you have?","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Number of jobs","6","6 or more",NA
"242",NA,"num_jobs",NA,"Demographics","How many jobs do you have?","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Number of jobs","995","Missing: Skip logic",NA
"243",NA,"participation_group",NA,"Survey metadata",NA,NA,"Participation method","-9998","Missing: Non-response",NA
"244",NA,"participation_group",NA,"Survey metadata",NA,NA,"Participation method","1","Online or call center recruit, rMove diary",NA
"245",NA,"participation_group",NA,"Survey metadata",NA,NA,"Participation method","2","Online or call center recruit, online or call center diary",NA
"246",NA,"participation_group",NA,"Survey metadata",NA,NA,"Participation method","3","rMove recruit, rMove diary",NA
"247",NA,"relationship",NA,"Survey metadata","Household person 1 provided the relationship of each household member to themselves.",NA,"Relationship to household person number 1","-9998","Missing: Non-response",NA
"248",NA,"relationship",NA,"Survey metadata","Household person 1 provided the relationship of each household member to themselves.",NA,"Relationship to household person number 1","0","Self",NA
"249",NA,"relationship",NA,"Survey metadata","Household person 1 provided the relationship of each household member to themselves.",NA,"Relationship to household person number 1","1","Spouse or partner",NA
"250",NA,"relationship",NA,"Survey metadata","Household person 1 provided the relationship of each household member to themselves.",NA,"Relationship to household person number 1","2","Son or daughter (or child in-law)",NA
"251",NA,"relationship",NA,"Survey metadata","Household person 1 provided the relationship of each household member to themselves.",NA,"Relationship to household person number 1","3","Father or mother (or parent in-law)",NA
"252",NA,"relationship",NA,"Survey metadata","Household person 1 provided the relationship of each household member to themselves.",NA,"Relationship to household person number 1","4","Brother or sister (or sibling in-law)",NA
"253",NA,"relationship",NA,"Survey metadata","Household person 1 provided the relationship of each household member to themselves.",NA,"Relationship to household person number 1","5","Other relative (e.g., grandchild, cousin)",NA
"254",NA,"relationship",NA,"Survey metadata","Household person 1 provided the relationship of each household member to themselves.",NA,"Relationship to household person number 1","6","Roommate or friend",NA
"255",NA,"relationship",NA,"Survey metadata","Household person 1 provided the relationship of each household member to themselves.",NA,"Relationship to household person number 1","7","Household help",NA
"256",NA,"relationship",NA,"Survey metadata","Household person 1 provided the relationship of each household member to themselves.",NA,"Relationship to household person number 1","997","Other",NA
"257",NA,"school_bus",NA,"Commute","Is there school bus service available (for your child/ren)?","If under age 18 and not cared for at home or homeschooled","School bus available in district","-9998","Missing: Non-response",NA
"258",NA,"school_bus",NA,"Commute","Is there school bus service available (for your child/ren)?","If under age 18 and not cared for at home or homeschooled","School bus available in district","0","No",NA
"259",NA,"school_bus",NA,"Commute","Is there school bus service available (for your child/ren)?","If under age 18 and not cared for at home or homeschooled","School bus available in district","1","Yes",NA
"260",NA,"school_bus",NA,"Commute","Is there school bus service available (for your child/ren)?","If under age 18 and not cared for at home or homeschooled","School bus available in district","995","Missing: Skip logic",NA
"261",NA,"school_bus",NA,"Commute","Is there school bus service available (for your child/ren)?","If under age 18 and not cared for at home or homeschooled","School bus available in district","998","Don't know",NA
"262",NA,"school_mode",NA,"Commute","[Derived from trip survey responses.]","If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.","Typical travel mode to school","-9998","Missing: Non-response",NA
"263",NA,"school_mode",NA,"Commute","[Derived from trip survey responses.]","If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.","Typical travel mode to school","1","Walk, jog, or roll using a mobility device)",NA
"264",NA,"school_mode",NA,"Commute","[Derived from trip survey responses.]","If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.","Typical travel mode to school","2","Bicycle",NA
"265",NA,"school_mode",NA,"Commute","[Derived from trip survey responses.]","If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.","Typical travel mode to school","3","Drive alone","If has license"
