"","category","variable","survey_question","variable_logic","variable_label","value","value_label","value_logic","which_table","wt_field"
"155","Commute","school_mode","[Derived from trip survey responses.]","If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.","Typical travel mode to school","10","Vanpool",NA,"per","person_weight"
"156","Commute","school_mode","[Derived from trip survey responses.]","If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.","Typical travel mode to school","11","Taxi (e.g., Yellow Cab)",NA,"per","person_weight"
"157","Commute","school_mode","[Derived from trip survey responses.]","If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.","Typical travel mode to school","12","Uber, Lyft, or other smartphone-app ride service",NA,"per","person_weight"
"158","Commute","school_mode","[Derived from trip survey responses.]","If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.","Typical travel mode to school","13","Subway",NA,"per","person_weight"
"159","Commute","school_mode","[Derived from trip survey responses.]","If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.","Typical travel mode to school","14","Light rail",NA,"per","person_weight"
"160","Commute","school_mode","[Derived from trip survey responses.]","If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.","Typical travel mode to school","15","Intercity rail (e.g., Amtrak)",NA,"per","person_weight"
"161","Commute","school_mode","[Derived from trip survey responses.]","If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.","Typical travel mode to school","16","School bus",NA,"per","person_weight"
"162","Commute","school_mode","[Derived from trip survey responses.]","If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.","Typical travel mode to school","995","Missing: Skip logic",NA,"per","person_weight"
"163","Commute","school_mode","[Derived from trip survey responses.]","If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.","Typical travel mode to school","997","Other mode",NA,"per","person_weight"
"164","Commute","school_mode_seasonality","Does the way you typically travel to school vary by season?","If student and not cared for at home or homeschooled in participation groups 1 and 2. If adult student in participation group 3.","Does school mode vary by season","-9998","Missing: Non-response",NA,"per","person_weight"
"165","Commute","school_mode_seasonality","Does the way you typically travel to school vary by season?","If student and not cared for at home or homeschooled in participation groups 1 and 2. If adult student in participation group 3.","Does school mode vary by season","0","No",NA,"per","person_weight"
"166","Commute","school_mode_seasonality","Does the way you typically travel to school vary by season?","If student and not cared for at home or homeschooled in participation groups 1 and 2. If adult student in participation group 3.","Does school mode vary by season","1","Yes",NA,"per","person_weight"
"167","Commute","school_mode_seasonality","Does the way you typically travel to school vary by season?","If student and not cared for at home or homeschooled in participation groups 1 and 2. If adult student in participation group 3.","Does school mode vary by season","995","Missing: Skip logic",NA,"per","person_weight"
"168","Commute","school_mode_seasonality","Does the way you typically travel to school vary by season?","If student and not cared for at home or homeschooled in participation groups 1 and 2. If adult student in participation group 3.","Does school mode vary by season","996","Not applicable, only take online classes",NA,"per","person_weight"
"169","Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","-9998","Missing: Non-response",NA,"per","person_weight"
"170","Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","1","Cared for at home","If age is under 5","per","person_weight"
"171","Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","2","Daycare outside home","If age is under 15","per","person_weight"
"172","Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","3","Preschool","If age is under 15","per","person_weight"
"173","Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","4","Home school","If age is under 25","per","person_weight"
"174","Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","5","Elementary school (public, private, charter)","If age is under 15","per","person_weight"
"175","Demographics","school_type","What type of school do you attend? OR for children, What school/grade does each child attend?","If adult student or child under 18","Type of school attends","6","Middle school (public, private, charter)","If age is between 5 and 15","per","person_weight"
