which_table,category,variable,survey_question,variable_logic,variable_label,value,value_label,value_logic,wt_field
per,Commute,school_mode,[Derived from trip survey responses.],"If student and not cared for at home, homeschooled, or attends online classes only. Derived for participation group 3.",Typical travel mode to school,997,Other mode,NA,person_weight
per,Commute,school_mode_seasonality,Does the way you typically travel to school vary by season?,If student and not cared for at home or homeschooled in participation groups 1 and 2. If adult student in participation group 3.,Does school mode vary by season,-9998,Missing: Non-response,NA,person_weight
per,Commute,school_mode_seasonality,Does the way you typically travel to school vary by season?,If student and not cared for at home or homeschooled in participation groups 1 and 2. If adult student in participation group 3.,Does school mode vary by season,0,No,NA,person_weight
per,Commute,school_mode_seasonality,Does the way you typically travel to school vary by season?,If student and not cared for at home or homeschooled in participation groups 1 and 2. If adult student in participation group 3.,Does school mode vary by season,1,Yes,NA,person_weight
per,Commute,school_mode_seasonality,Does the way you typically travel to school vary by season?,If student and not cared for at home or homeschooled in participation groups 1 and 2. If adult student in participation group 3.,Does school mode vary by season,995,Missing: Skip logic,NA,person_weight
per,Commute,school_mode_seasonality,Does the way you typically travel to school vary by season?,If student and not cared for at home or homeschooled in participation groups 1 and 2. If adult student in participation group 3.,Does school mode vary by season,996,"Not applicable, only take online classes",NA,person_weight
per,Demographics,school_type,"What type of school do you attend? OR for children, What school/grade does each child attend?",If adult student or child under 18,Type of school attends,-9998,Missing: Non-response,NA,person_weight
per,Demographics,school_type,"What type of school do you attend? OR for children, What school/grade does each child attend?",If adult student or child under 18,Type of school attends,1,Cared for at home,If age is under 5,person_weight
per,Demographics,school_type,"What type of school do you attend? OR for children, What school/grade does each child attend?",If adult student or child under 18,Type of school attends,2,Daycare outside home,If age is under 15,person_weight
per,Demographics,school_type,"What type of school do you attend? OR for children, What school/grade does each child attend?",If adult student or child under 18,Type of school attends,3,Preschool,If age is under 15,person_weight
per,Demographics,school_type,"What type of school do you attend? OR for children, What school/grade does each child attend?",If adult student or child under 18,Type of school attends,4,Home school,If age is under 25,person_weight
per,Demographics,school_type,"What type of school do you attend? OR for children, What school/grade does each child attend?",If adult student or child under 18,Type of school attends,5,"Elementary school (public, private, charter)",If age is under 15,person_weight
per,Demographics,school_type,"What type of school do you attend? OR for children, What school/grade does each child attend?",If adult student or child under 18,Type of school attends,6,"Middle school (public, private, charter)",If age is between 5 and 15,person_weight
per,Demographics,school_type,"What type of school do you attend? OR for children, What school/grade does each child attend?",If adult student or child under 18,Type of school attends,7,"High school (public, private, charter)",If age is at least 5,person_weight
per,Demographics,school_type,"What type of school do you attend? OR for children, What school/grade does each child attend?",If adult student or child under 18,Type of school attends,8,Vocational/technical school,If age is at least 16,person_weight
per,Demographics,school_type,"What type of school do you attend? OR for children, What school/grade does each child attend?",If adult student or child under 18,Type of school attends,9,2-year college/university,If age is at least 16,person_weight
per,Demographics,school_type,"What type of school do you attend? OR for children, What school/grade does each child attend?",If adult student or child under 18,Type of school attends,10,4-year college/university,If age is at least 16,person_weight
per,Demographics,school_type,"What type of school do you attend? OR for children, What school/grade does each child attend?",If adult student or child under 18,Type of school attends,11,Graduate or professional school,If age is at least 16,person_weight
per,Demographics,school_type,"What type of school do you attend? OR for children, What school/grade does each child attend?",If adult student or child under 18,Type of school attends,995,Missing: Skip logic,NA,person_weight
per,Demographics,school_type,"What type of school do you attend? OR for children, What school/grade does each child attend?",If adult student or child under 18,Type of school attends,997,Other,NA,person_weight
per,Demographics,second_home,"Do you regularly spend the night at a second residence in the region? Examples: home of partner/spouse, apartment near work, second home, cabin.",NA,"Regularly spends the night at a second residence in the region (e.g., home of other parent, home of spouse/partner)",-9999,Missing: Error,NA,person_weight
per,Demographics,second_home,"Do you regularly spend the night at a second residence in the region? Examples: home of partner/spouse, apartment near work, second home, cabin.",NA,"Regularly spends the night at a second residence in the region (e.g., home of other parent, home of spouse/partner)",-9998,Missing: Non-response,NA,person_weight
per,Demographics,second_home,"Do you regularly spend the night at a second residence in the region? Examples: home of partner/spouse, apartment near work, second home, cabin.",NA,"Regularly spends the night at a second residence in the region (e.g., home of other parent, home of spouse/partner)",0,No,NA,person_weight
per,Demographics,second_home,"Do you regularly spend the night at a second residence in the region? Examples: home of partner/spouse, apartment near work, second home, cabin.",NA,"Regularly spends the night at a second residence in the region (e.g., home of other parent, home of spouse/partner)",1,Yes,NA,person_weight
per,Demographics,second_home,"Do you regularly spend the night at a second residence in the region? Examples: home of partner/spouse, apartment near work, second home, cabin.",NA,"Regularly spends the night at a second residence in the region (e.g., home of other parent, home of spouse/partner)",999,Prefer not to answer,NA,person_weight
per,Demographics,student_status,Which persons are currently enrolled as a student?,NA,Student status,-9998,Missing: Non-response,NA,person_weight
per,Demographics,student_status,Which persons are currently enrolled as a student?,NA,Student status,0,No,NA,person_weight
per,Demographics,student_status,Which persons are currently enrolled as a student?,NA,Student status,1,"Yes, full-time",NA,person_weight
