which_table,category,variable,variable_label,survey_question,variable_logic,value,value_label,wt_field
hh,,home_county,Home location: County,,NA,27003,Anoka,hh_weight
hh,,home_county,Home location: County,,NA,27005,Becker,hh_weight
hh,,home_county,Home location: County,,NA,27007,Beltrami,hh_weight
hh,,home_county,Home location: County,,NA,27009,Benton,hh_weight
hh,,home_county,Home location: County,,NA,27011,Big Stone,hh_weight
hh,,home_county,Home location: County,,NA,27013,Blue Earth,hh_weight
hh,,home_county,Home location: County,,NA,27015,Brown,hh_weight
hh,,home_county,Home location: County,,NA,27017,Carlton,hh_weight
hh,,home_county,Home location: County,,NA,27019,Carver,hh_weight
hh,,home_county,Home location: County,,NA,27021,Cass,hh_weight
hh,,home_county,Home location: County,,NA,27023,Chippewa,hh_weight
hh,,home_county,Home location: County,,NA,27025,Chisago,hh_weight
hh,,home_county,Home location: County,,NA,27027,Clay,hh_weight
hh,,home_county,Home location: County,,NA,27029,Clearwater,hh_weight
hh,,home_county,Home location: County,,NA,27031,Cook,hh_weight
hh,,home_county,Home location: County,,NA,27033,Cottonwood,hh_weight
hh,,home_county,Home location: County,,NA,27035,Crow Wing,hh_weight
hh,,home_county,Home location: County,,NA,27037,Dakota,hh_weight
hh,,home_county,Home location: County,,NA,27039,Dodge,hh_weight
hh,,home_county,Home location: County,,NA,27041,Douglas,hh_weight
hh,,home_county,Home location: County,,NA,27043,Faribault,hh_weight
hh,,home_county,Home location: County,,NA,27045,Fillmore,hh_weight
hh,,home_county,Home location: County,,NA,27047,Freeborn,hh_weight
hh,,home_county,Home location: County,,NA,27049,Goodhue,hh_weight
hh,,home_county,Home location: County,,NA,27051,Grant,hh_weight
hh,,home_county,Home location: County,,NA,27053,Hennepin,hh_weight
hh,,home_county,Home location: County,,NA,27055,Houston,hh_weight
hh,,home_county,Home location: County,,NA,27057,Hubbard,hh_weight
hh,,home_county,Home location: County,,NA,27059,Isanti,hh_weight
hh,,home_county,Home location: County,,NA,27061,Itasca,hh_weight
hh,,home_county,Home location: County,,NA,27063,Jackson,hh_weight
hh,,home_county,Home location: County,,NA,27065,Kanabec,hh_weight
hh,,home_county,Home location: County,,NA,27067,Kandiyohi,hh_weight
hh,,home_county,Home location: County,,NA,27069,Kittson,hh_weight
hh,,home_county,Home location: County,,NA,27071,Koochiching,hh_weight
hh,,home_county,Home location: County,,NA,27073,Lac qui Parle,hh_weight
hh,,home_county,Home location: County,,NA,27075,Lake,hh_weight
hh,,home_county,Home location: County,,NA,27077,Lake of the Woods,hh_weight
hh,,home_county,Home location: County,,NA,27079,Le Sueur,hh_weight
hh,,home_county,Home location: County,,NA,27081,Lincoln,hh_weight
hh,,home_county,Home location: County,,NA,27083,Lyon,hh_weight
hh,,home_county,Home location: County,,NA,27085,McLeod,hh_weight
hh,,home_county,Home location: County,,NA,27087,Mahnomen,hh_weight
hh,,home_county,Home location: County,,NA,27089,Marshall,hh_weight
hh,,home_county,Home location: County,,NA,27091,Martin,hh_weight
hh,,home_county,Home location: County,,NA,27093,Meeker,hh_weight
hh,,home_county,Home location: County,,NA,27095,Mille Lacs,hh_weight
hh,,home_county,Home location: County,,NA,27097,Morrison,hh_weight
hh,,home_county,Home location: County,,NA,27099,Mower,hh_weight
hh,,home_county,Home location: County,,NA,27101,Murray,hh_weight
hh,,home_county,Home location: County,,NA,27103,Nicollet,hh_weight
hh,,home_county,Home location: County,,NA,27105,Nobles,hh_weight
hh,,home_county,Home location: County,,NA,27107,Norman,hh_weight
hh,,home_county,Home location: County,,NA,27109,Olmsted,hh_weight
hh,,home_county,Home location: County,,NA,27111,Otter Tail,hh_weight
hh,,home_county,Home location: County,,NA,27113,Pennington,hh_weight
hh,,home_county,Home location: County,,NA,27115,Pine,hh_weight
hh,,home_county,Home location: County,,NA,27117,Pipestone,hh_weight
hh,,home_county,Home location: County,,NA,27119,Polk,hh_weight
hh,,home_county,Home location: County,,NA,27121,Pope,hh_weight
hh,,home_county,Home location: County,,NA,27123,Ramsey,hh_weight
hh,,home_county,Home location: County,,NA,27125,Red Lake,hh_weight
hh,,home_county,Home location: County,,NA,27127,Redwood,hh_weight
hh,,home_county,Home location: County,,NA,27129,Renville,hh_weight
hh,,home_county,Home location: County,,NA,27131,Rice,hh_weight
hh,,home_county,Home location: County,,NA,27133,Rock,hh_weight
hh,,home_county,Home location: County,,NA,27135,Roseau,hh_weight
hh,,home_county,Home location: County,,NA,27137,St Louis,hh_weight
hh,,home_county,Home location: County,,NA,27139,Scott,hh_weight
hh,,home_county,Home location: County,,NA,27141,Sherburne,hh_weight
hh,,home_county,Home location: County,,NA,27143,Sibley,hh_weight
hh,,home_county,Home location: County,,NA,27145,Stearns,hh_weight
hh,,home_county,Home location: County,,NA,27147,Steele,hh_weight
hh,,home_county,Home location: County,,NA,27149,Stevens,hh_weight
hh,,home_county,Home location: County,,NA,27151,Swift,hh_weight
hh,,home_county,Home location: County,,NA,27153,Todd,hh_weight
hh,,home_county,Home location: County,,NA,27155,Traverse,hh_weight
hh,,home_county,Home location: County,,NA,27157,Wabasha,hh_weight
hh,,home_county,Home location: County,,NA,27159,Wadena,hh_weight
hh,,home_county,Home location: County,,NA,27161,Waseca,hh_weight
hh,,home_county,Home location: County,,NA,27163,Washington,hh_weight
hh,,home_county,Home location: County,,NA,27165,Watonwan,hh_weight
hh,,home_county,Home location: County,,NA,27167,Wilkin,hh_weight
hh,,home_county,Home location: County,,NA,27169,Winona,hh_weight
hh,,home_county,Home location: County,,NA,27171,Wright,hh_weight
hh,,home_county,Home location: County,,NA,27173,Yellow Medicine,hh_weight
hh,,home_county,Home location: County,,NA,55001,Adams,hh_weight
hh,,home_county,Home location: County,,NA,55003,Ashland,hh_weight
hh,,home_county,Home location: County,,NA,55005,Barron,hh_weight
hh,,home_county,Home location: County,,NA,55007,Bayfield,hh_weight
hh,,home_county,Home location: County,,NA,55009,Brown,hh_weight
hh,,home_county,Home location: County,,NA,55011,Buffalo,hh_weight
hh,,home_county,Home location: County,,NA,55013,Burnett,hh_weight
hh,,home_county,Home location: County,,NA,55015,Calumet,hh_weight
hh,,home_county,Home location: County,,NA,55017,Chippewa,hh_weight
hh,,home_county,Home location: County,,NA,55019,Clark,hh_weight
hh,,home_county,Home location: County,,NA,55021,Columbia,hh_weight
hh,,home_county,Home location: County,,NA,55023,Crawford,hh_weight
hh,,home_county,Home location: County,,NA,55025,Dane,hh_weight
hh,,home_county,Home location: County,,NA,55027,Dodge,hh_weight
hh,,home_county,Home location: County,,NA,55029,Door,hh_weight
hh,,home_county,Home location: County,,NA,55031,Douglas,hh_weight
hh,,home_county,Home location: County,,NA,55033,Dunn,hh_weight
hh,,home_county,Home location: County,,NA,55035,Eau Claire,hh_weight
hh,,home_county,Home location: County,,NA,55037,Florence,hh_weight
hh,,home_county,Home location: County,,NA,55039,Fond du Lac,hh_weight
hh,,home_county,Home location: County,,NA,55041,Forest,hh_weight
hh,,home_county,Home location: County,,NA,55043,Grant,hh_weight
hh,,home_county,Home location: County,,NA,55045,Green,hh_weight
hh,,home_county,Home location: County,,NA,55047,Green Lake,hh_weight
hh,,home_county,Home location: County,,NA,55049,Iowa,hh_weight
hh,,home_county,Home location: County,,NA,55051,Iron,hh_weight
hh,,home_county,Home location: County,,NA,55053,Jackson,hh_weight
hh,,home_county,Home location: County,,NA,55055,Jefferson,hh_weight
hh,,home_county,Home location: County,,NA,55057,Juneau,hh_weight
hh,,home_county,Home location: County,,NA,55059,Kenosha,hh_weight
hh,,home_county,Home location: County,,NA,55061,Kewaunee,hh_weight
hh,,home_county,Home location: County,,NA,55063,La Crosse,hh_weight
hh,,home_county,Home location: County,,NA,55065,Lafayette,hh_weight
hh,,home_county,Home location: County,,NA,55067,Langlade,hh_weight
hh,,home_county,Home location: County,,NA,55069,Lincoln,hh_weight
hh,,home_county,Home location: County,,NA,55071,Manitowoc,hh_weight
hh,,home_county,Home location: County,,NA,55073,Marathon,hh_weight
hh,,home_county,Home location: County,,NA,55075,Marinette,hh_weight
hh,,home_county,Home location: County,,NA,55077,Marquette,hh_weight
hh,,home_county,Home location: County,,NA,55078,Menominee,hh_weight
hh,,home_county,Home location: County,,NA,55079,Milwaukee,hh_weight
hh,,home_county,Home location: County,,NA,55081,Monroe,hh_weight
hh,,home_county,Home location: County,,NA,55083,Oconto,hh_weight
hh,,home_county,Home location: County,,NA,55085,Oneida,hh_weight
hh,,home_county,Home location: County,,NA,55087,Outagamie,hh_weight
hh,,home_county,Home location: County,,NA,55089,Ozaukee,hh_weight
hh,,home_county,Home location: County,,NA,55091,Pepin,hh_weight
hh,,home_county,Home location: County,,NA,55093,Pierce,hh_weight
hh,,home_county,Home location: County,,NA,55095,Polk,hh_weight
hh,,home_county,Home location: County,,NA,55097,Portage,hh_weight
hh,,home_county,Home location: County,,NA,55099,Price,hh_weight
hh,,home_county,Home location: County,,NA,55101,Racine,hh_weight
hh,,home_county,Home location: County,,NA,55103,Richland,hh_weight
hh,,home_county,Home location: County,,NA,55105,Rock,hh_weight
hh,,home_county,Home location: County,,NA,55107,Rusk,hh_weight
hh,,home_county,Home location: County,,NA,55109,St Croix,hh_weight
hh,,home_county,Home location: County,,NA,55111,Sauk,hh_weight
hh,,home_county,Home location: County,,NA,55113,Sawyer,hh_weight
hh,,home_county,Home location: County,,NA,55115,Shawano,hh_weight
hh,,home_county,Home location: County,,NA,55117,Sheboygan,hh_weight
hh,,home_county,Home location: County,,NA,55119,Taylor,hh_weight
hh,,home_county,Home location: County,,NA,55121,Trempealeau,hh_weight
hh,,home_county,Home location: County,,NA,55123,Vernon,hh_weight
hh,,home_county,Home location: County,,NA,55125,Vilas,hh_weight
hh,,home_county,Home location: County,,NA,55127,Walworth,hh_weight
hh,,home_county,Home location: County,,NA,55129,Washburn,hh_weight
hh,,home_county,Home location: County,,NA,55131,Washington,hh_weight
hh,,home_county,Home location: County,,NA,55133,Waukesha,hh_weight
hh,,home_county,Home location: County,,NA,55135,Waupaca,hh_weight
hh,,home_county,Home location: County,,NA,55137,Waushara,hh_weight
hh,,home_county,Home location: County,,NA,55139,Winnebago,hh_weight
hh,,home_county,Home location: County,,NA,55141,Wood,hh_weight
hh,,home_in_region,Home is in study region,,NA,0,Not in study region,hh_weight
hh,,home_in_region,Home is in study region,,NA,1,In study region,hh_weight
hh,,home_puma_2010,NA,,NA,NA,NA,hh_weight
hh,,home_state,Home location: State,,NA,27,Minnesota,hh_weight
hh,,home_state,Home location: State,,NA,55,Wisconsin,hh_weight
hh,,home_state,Home location: State,,NA,995,Missing,hh_weight
hh,,income_broad,Household's total annual income last year,,NA,1,"Under $25,000",hh_weight
hh,,income_broad,Household's total annual income last year,,NA,2,"$25,000-$49,999",hh_weight
hh,,income_broad,Household's total annual income last year,,NA,3,"$50,000-$74,999",hh_weight
hh,,income_broad,Household's total annual income last year,,NA,4,"$75,000-$99,999",hh_weight
hh,,income_broad,Household's total annual income last year,,NA,5,"$100,000-$199,999",hh_weight
hh,,income_broad,Household's total annual income last year,,NA,6,"$200,000 or more",hh_weight
hh,,income_broad,Household's total annual income last year,,NA,995,Missing,hh_weight
